,ADDRTYPE,SDOT_COLCODE,WEATHER,ROADCOND,LIGHTCOND,SPEEDING,YEAR
94471,Intersection,11,Overcast,Wet,Daylight,,2011
94481,Intersection,11,Clear,Dry,Dusk,,2010
94491,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
94501,Intersection,11,Clear,Dry,Daylight,,2010
94502,Intersection,11,Overcast,Dry,Daylight,,2011
94503,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
94516,Block,11,Raining,Wet,Dark - Street Lights On,,2010
94520,Intersection,11,Raining,Wet,Daylight,,2010
94522,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
94524,Intersection,11,Raining,Wet,Daylight,,2010
94532,Intersection,11,Overcast,Dry,Daylight,,2010
94534,Intersection,11,Clear,Dry,Daylight,,2010
94542,Intersection,11,Clear,Dry,Daylight,,2011
94549,Intersection,11,Clear,Dry,Daylight,,2010
94563,Intersection,11,Raining,Wet,Dusk,,2010
94565,Intersection,11,Overcast,Wet,Daylight,,2010
94569,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
94581,Intersection,11,Clear,Dry,Daylight,,2011
94585,Intersection,11,Overcast,Wet,Dusk,,2011
94588,Intersection,11,Raining,Wet,Daylight,,2011
94590,Block,11,Overcast,Wet,Daylight,,2011
94593,Intersection,11,Clear,Dry,Daylight,,2010
94603,Intersection,11,Raining,Wet,Daylight,,2010
94613,Intersection,11,Clear,Dry,Daylight,,2011
94616,Intersection,11,Raining,Wet,Daylight,,2011
94631,Intersection,11,Clear,Dry,Dusk,,2010
94632,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
94637,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
94641,Intersection,11,Clear,Dry,Daylight,,2010
94642,Intersection,11,Overcast,Dry,Daylight,,2011
94644,Intersection,11,Raining,Wet,Daylight,,2010
94652,Intersection,11,Clear,Dry,Daylight,,2010
94655,Intersection,11,Clear,Dry,Daylight,Y,2011
94670,Intersection,11,Raining,Wet,Daylight,,2010
94687,Intersection,14,Clear,Dry,Dark - Street Lights On,,2011
94694,Block,11,Overcast,Dry,Daylight,,2011
94712,Block,14,Raining,Wet,Dark - Street Lights On,,2010
94713,Intersection,14,Clear,Dry,Daylight,,2010
94717,Block,11,Raining,Wet,Daylight,,2010
94718,Intersection,11,Clear,Dry,Daylight,,2011
94719,Intersection,11,Clear,Dry,Daylight,,2011
94726,Intersection,11,Overcast,Wet,Dark - Street Lights On,,2011
94731,Intersection,11,Clear,Dry,Daylight,,2010
94743,Block,11,Clear,Dry,Daylight,,2010
94744,Intersection,11,Overcast,Dry,Daylight,,2010
94746,Intersection,11,Overcast,Wet,Daylight,,2010
94749,Intersection,14,Overcast,Dry,Daylight,,2011
94753,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
94758,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
94768,Intersection,11,Raining,Wet,Dawn,,2011
94775,Intersection,14,Overcast,Wet,Daylight,,2011
94778,Block,11,Clear,Dry,Daylight,,2010
94779,Block,11,Clear,Dry,Daylight,,2011
94785,Block,11,Raining,Wet,Dark - Street Lights On,,2011
94786,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
94795,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2010
94797,Intersection,11,Clear,Dry,Daylight,,2011
94798,Intersection,11,Clear,Dry,Daylight,,2010
94799,Block,11,Raining,Wet,Daylight,,2011
94800,Intersection,11,Overcast,Wet,Dark - Street Lights On,,2010
94801,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
94802,Block,11,Overcast,Dry,Dark - Street Lights On,,2010
94813,Intersection,11,Raining,Wet,Daylight,,2011
94815,Intersection,14,Raining,Wet,Daylight,,2011
94821,Intersection,11,Raining,Wet,Dusk,,2010
94827,Block,11,Raining,Wet,Dark - Street Lights On,,2010
94835,Intersection,11,Clear,Dry,Daylight,,2011
94842,Intersection,11,Clear,Dry,Daylight,,2011
94845,Intersection,11,Clear,Dry,Daylight,,2011
94854,Block,14,Overcast,Wet,Daylight,,2011
94862,Intersection,11,Clear,Dry,Daylight,,2010
94895,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
94899,Block,11,Clear,Dry,Daylight,,2010
94900,Intersection,11,Raining,Wet,Daylight,,2011
94916,Intersection,11,Raining,Wet,Daylight,,2011
94936,Intersection,11,Overcast,Dry,Daylight,,2011
94949,Intersection,11,Clear,Dry,Daylight,,2010
94951,,0,Clear,Dry,Daylight,,2010
94958,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
94959,Block,11,Clear,Dry,Daylight,,2011
94982,Intersection,16,Unknown,Unknown,Unknown,,2010
94989,Intersection,14,Raining,Wet,Daylight,,2011
95009,Block,11,Clear,Dry,Dark - Street Lights On,,2010
95011,Intersection,11,Clear,Dry,Dawn,,2010
95015,Intersection,11,Clear,Dry,Daylight,,2010
95016,Block,11,Clear,Dry,Daylight,,2010
95022,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2011
95044,Intersection,11,Clear,Dry,Daylight,,2011
95045,Intersection,11,Raining,Wet,Unknown,,2011
95057,Intersection,11,Clear,Dry,Daylight,,2011
95059,Intersection,11,Raining,Wet,Daylight,,2011
95060,Intersection,11,Clear,Dry,Dusk,,2010
95061,Intersection,11,Clear,Dry,Daylight,,2011
95064,Intersection,11,Clear,Dry,Daylight,,2011
95069,Block,11,Clear,Dry,Daylight,,2010
95072,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
95073,Intersection,11,Raining,Wet,Daylight,,2010
95082,Intersection,11,Clear,Dry,Daylight,,2011
95085,Intersection,11,Clear,Wet,Dusk,,2010
95094,Block,11,Raining,Wet,Daylight,,2011
95096,Intersection,11,Raining,Wet,Daylight,,2010
95100,Intersection,11,Clear,Dry,Daylight,,2010
95104,Block,11,Overcast,Dry,Daylight,,2011
95105,Intersection,11,Raining,Wet,Daylight,,2011
95117,Block,11,Clear,Dry,Daylight,,2011
95124,Intersection,0,Unknown,Unknown,Unknown,Y,2010
95127,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
95131,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
95135,Intersection,11,Overcast,Wet,Dusk,,2010
95137,Intersection,11,Clear,Wet,Daylight,,2011
95140,Intersection,11,Clear,Dry,Daylight,,2010
95146,Intersection,11,Clear,Dry,Daylight,,2010
95155,Intersection,11,Clear,Dry,Daylight,,2011
95165,Intersection,11,Overcast,Wet,Daylight,,2011
95166,Intersection,11,Clear,Dry,Daylight,,2011
95168,Intersection,11,Clear,Dry,Daylight,,2010
95173,Intersection,11,Raining,Wet,Daylight,,2010
95177,Intersection,11,Raining,Wet,Daylight,,2010
95179,Intersection,11,Clear,Dry,Daylight,,2011
95186,Intersection,11,Overcast,Dry,Daylight,,2011
95187,Block,11,Clear,Dry,Daylight,,2010
95189,Intersection,11,Clear,Dry,Dark - Street Lights On,,2010
95193,Intersection,11,Raining,Wet,Daylight,,2010
95208,Intersection,11,Clear,Dry,Daylight,,2010
95211,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2011
95220,Intersection,11,Raining,Wet,Unknown,Y,2011
95226,Block,11,Clear,Dry,Daylight,,2010
95233,Intersection,11,Unknown,Unknown,Unknown,,2010
95234,Intersection,11,Overcast,Dry,Daylight,,2011
95253,Intersection,11,Clear,Dry,Daylight,,2010
95254,Intersection,11,Raining,Wet,Dark - Street Lights On,Y,2011
95271,Intersection,11,Raining,Wet,Daylight,,2010
95272,Intersection,11,Clear,Dry,Daylight,,2010
95274,Block,11,Overcast,Dry,Daylight,,2011
95275,Intersection,11,Clear,Dry,Daylight,,2011
95281,Intersection,14,Clear,Dry,Daylight,,2010
95283,Intersection,11,Clear,Dry,Daylight,,2011
95284,Block,14,Overcast,Wet,Daylight,,2011
95288,Intersection,14,Overcast,Dry,Daylight,,2010
95301,Intersection,11,Raining,Wet,Daylight,,2010
95306,Intersection,11,Raining,Wet,Daylight,,2011
95310,Intersection,11,Clear,Dry,Daylight,,2011
95315,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
95322,Block,11,Clear,Dry,Daylight,,2010
95330,Block,14,Overcast,Dry,Daylight,,2010
95335,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
95338,Block,11,Clear,Dry,Dark - Street Lights On,,2011
95342,Intersection,11,Clear,Wet,Daylight,,2010
95363,Intersection,11,Clear,Dry,Dark - Street Lights On,Y,2010
95367,Intersection,11,Raining,Wet,Daylight,,2011
95368,Intersection,11,Clear,Dry,Daylight,,2010
95371,Intersection,11,Clear,Dry,Daylight,,2010
95386,Intersection,11,Clear,Dry,Daylight,,2011
95391,Block,11,Raining,Wet,Daylight,,2010
95395,Intersection,11,Clear,Dry,Daylight,,2010
95410,Intersection,11,Clear,Dry,Daylight,,2011
95413,Intersection,11,Raining,Wet,Daylight,,2010
95416,Intersection,11,Unknown,Unknown,Unknown,,2010
95419,Intersection,11,Raining,Wet,Daylight,,2011
95423,Intersection,11,Clear,Dry,Daylight,,2011
95427,Block,11,Overcast,Dry,Daylight,,2010
95448,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
95452,Intersection,11,Clear,Dry,Daylight,,2011
95455,Intersection,11,Clear,Dry,Daylight,,2011
95459,Intersection,11,Raining,Wet,Dark - Street Lights On,,2010
95461,Block,14,Raining,Wet,Daylight,,2010
95478,Intersection,11,Raining,Wet,Daylight,,2010
95480,Intersection,11,Overcast,Dry,Daylight,,2010
95481,Intersection,11,Overcast,Wet,Daylight,,2011
95488,Intersection,11,Raining,Wet,Daylight,,2011
95491,Intersection,11,Clear,Dry,Daylight,,2010
95499,Intersection,11,Raining,Wet,Daylight,,2010
95512,Intersection,11,Clear,Dry,Daylight,,2011
95519,Block,11,Raining,Wet,Dark - Street Lights On,,2010
95520,Intersection,11,Overcast,Dry,Daylight,,2011
95528,Intersection,11,Clear,Dry,Daylight,,2010
95532,Intersection,11,Clear,Wet,Daylight,,2011
95544,Intersection,11,Overcast,Dry,Daylight,,2010
95546,Intersection,11,Clear,Dry,Dusk,,2011
95554,Intersection,11,Clear,Dry,Daylight,,2011
95555,Block,11,Raining,Wet,Daylight,,2011
95558,Block,11,Overcast,Wet,Dark - Street Lights On,,2011
95562,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
95573,Block,11,Clear,Dry,Daylight,,2011
95581,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
95584,Intersection,11,Clear,Dry,Daylight,,2011
95590,Intersection,11,Clear,Dry,Daylight,,2011
95594,Intersection,11,Overcast,Dry,Daylight,,2011
95597,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
95599,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
95604,Block,11,Overcast,Dry,Daylight,,2011
95606,Intersection,14,Clear,Dry,Daylight,,2011
95613,Block,11,Clear,Dry,Daylight,,2011
95618,Intersection,11,Overcast,Dry,Daylight,,2011
95628,Intersection,11,Clear,Dry,Dusk,,2011
95635,Intersection,11,Overcast,Wet,Daylight,,2011
95637,Intersection,11,Overcast,Dry,Daylight,,2011
95638,Intersection,11,Overcast,Dry,Daylight,,2011
95641,Intersection,14,Overcast,Dry,Daylight,,2011
95647,Intersection,11,Raining,Wet,Daylight,,2011
95654,Intersection,11,Clear,Dry,Daylight,,2011
95661,Intersection,11,Clear,Dry,Daylight,,2011
95663,Intersection,11,Clear,Dry,Daylight,,2011
95665,Block,11,Raining,Wet,Daylight,,2011
95670,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
95673,Intersection,11,Clear,Dry,Daylight,,2011
95688,Intersection,11,Clear,Dry,Dusk,,2011
95700,Intersection,11,Clear,Dry,Daylight,,2011
95706,Intersection,11,Clear,Dry,Daylight,,2011
95713,Intersection,11,Clear,Wet,Daylight,,2011
95715,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
95720,Intersection,11,Raining,Wet,Daylight,,2011
95724,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
95727,Intersection,11,Clear,Dry,Daylight,,2011
95729,Intersection,14,Raining,Wet,Dusk,,2011
95739,Intersection,11,Clear,Dry,Daylight,,2011
95746,Intersection,11,Clear,Dry,Daylight,,2011
95747,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
95749,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
95756,Block,11,Clear,Dry,Daylight,,2011
95764,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
95766,Intersection,11,Clear,Dry,Daylight,,2011
95780,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
95787,Intersection,11,Clear,Dry,Daylight,,2011
95791,Block,11,Clear,Dry,Dark - Street Lights On,,2011
95796,Block,11,Overcast,Wet,Daylight,,2011
95798,Intersection,11,Clear,Dry,Daylight,,2011
95802,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
95803,Block,14,Clear,Dry,Daylight,,2011
95807,Block,11,Overcast,Dry,Daylight,,2011
95819,Intersection,11,Clear,Dry,Daylight,,2011
95823,Block,11,Raining,Wet,Daylight,,2011
95826,Intersection,11,Clear,Dry,Daylight,,2011
95835,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
95840,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
95841,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2011
95844,Intersection,11,Clear,Dry,Daylight,,2011
95852,Block,11,Clear,Dry,Unknown,,2011
95861,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
95875,Block,11,Clear,Wet,Dark - Street Lights On,Y,2011
95881,Intersection,11,Clear,Dry,Daylight,,2011
95890,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
95896,Intersection,11,Clear,Dry,Daylight,,2011
95900,Block,11,Clear,Dry,Daylight,,2011
95910,Block,11,Unknown,Unknown,Daylight,,2011
95911,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
95915,Intersection,11,Overcast,Wet,Dark - Street Lights On,,2011
95918,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
95924,Intersection,11,Overcast,Wet,Daylight,,2011
95926,Intersection,11,Clear,Dry,Daylight,,2011
95931,Intersection,11,Clear,Dry,Daylight,,2011
95935,Intersection,11,Clear,Dry,Daylight,,2011
95937,Block,11,Raining,Wet,Dusk,,2011
95942,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
95947,Intersection,11,Raining,Wet,Daylight,,2011
95953,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
95959,Block,11,Clear,Dry,Dark - Street Lights On,Y,2011
95962,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
95967,Block,14,Clear,Dry,Daylight,,2011
95970,Intersection,11,Raining,Wet,Daylight,,2011
95975,Intersection,11,Clear,Dry,Daylight,,2011
95981,Block,11,Overcast,Dry,Daylight,,2011
95982,Block,11,Overcast,Dry,Daylight,,2011
95983,Intersection,11,Overcast,Dry,Dark - Street Lights On,,2011
95985,Block,11,Clear,Dry,Dusk,,2011
95986,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
95990,Intersection,11,Overcast,Wet,Daylight,,2011
95992,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
95993,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
96002,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
96006,Block,11,Clear,Dry,Daylight,,2011
96007,Intersection,11,Clear,Dry,Daylight,,2011
96015,Intersection,11,Clear,Dry,Daylight,,2011
96032,Intersection,11,Overcast,Dry,Daylight,,2011
96035,Intersection,14,Clear,Dry,Daylight,,2011
96036,Intersection,11,Clear,Dry,Daylight,Y,2011
96038,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
96041,Block,11,Raining,Wet,Daylight,,2011
96042,Intersection,11,Clear,Wet,Daylight,,2011
96058,Intersection,11,Clear,Dry,Daylight,,2011
96062,Block,11,Clear,Dry,Daylight,,2011
96095,Block,11,Clear,Dry,Daylight,,2011
96106,Intersection,11,Clear,Dry,Daylight,,2011
96107,Intersection,11,Overcast,Wet,Dark - Street Lights On,,2011
96110,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
96112,Intersection,11,Clear,Dry,Daylight,,2011
96128,Block,11,Clear,Dry,Daylight,,2011
96130,Intersection,11,Raining,Wet,Daylight,,2011
96132,Intersection,11,Clear,Dry,Daylight,,2011
96134,Intersection,11,Overcast,Wet,Daylight,,2011
96154,Intersection,11,Overcast,Dry,Daylight,,2011
96157,Intersection,11,Overcast,Dry,Daylight,,2011
96166,Intersection,11,Clear,Dry,Daylight,,2011
96167,Intersection,11,Clear,Dry,Daylight,,2011
96170,Intersection,11,Clear,Dry,Daylight,,2011
96173,Alley,0,Clear,Dry,Daylight,,2011
96178,Intersection,11,Overcast,Dry,Daylight,,2011
96182,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
96198,Intersection,11,Clear,Dry,Daylight,,2011
96199,Intersection,11,Clear,Dry,Daylight,,2011
96203,Intersection,11,Clear,Dry,Daylight,,2011
96210,Intersection,11,Clear,Dry,Daylight,,2011
96212,Intersection,11,Raining,Wet,Daylight,,2011
96228,Intersection,11,Clear,Dry,Daylight,,2011
96232,Intersection,11,Overcast,Wet,Daylight,,2011
96236,Intersection,11,Clear,Dry,Daylight,,2011
96241,Intersection,11,Clear,Wet,Dark - Street Lights On,Y,2011
96246,Intersection,11,Clear,Wet,Daylight,,2011
96249,Intersection,11,Raining,Wet,Daylight,,2011
96268,Intersection,11,Clear,Wet,Daylight,,2011
96269,Intersection,11,Clear,Dry,Daylight,,2011
96273,Intersection,11,Raining,Wet,Daylight,,2011
96277,Intersection,11,Clear,Dry,Daylight,,2011
96283,Block,11,Clear,Dry,Dark - Street Lights On,,2011
96285,Block,11,Clear,Dry,Daylight,,2011
96286,Intersection,11,Clear,Dry,Daylight,,2011
96293,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
96295,Intersection,11,Overcast,Dry,Daylight,,2011
96301,Intersection,14,Clear,Dry,Daylight,,2011
96340,Block,11,Unknown,Unknown,Unknown,,2011
96343,Block,11,Clear,Dry,Daylight,,2011
96347,Intersection,11,Clear,Dry,Daylight,,2011
96356,Intersection,11,Raining,Wet,Daylight,,2011
96358,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
96372,Block,11,Clear,Dry,Daylight,,2011
96388,Block,11,Overcast,Dry,Daylight,,2011
96394,Block,11,Clear,Dry,Daylight,,2011
96395,Intersection,11,Clear,Dry,Daylight,,2011
96397,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
96398,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
96404,Intersection,11,Raining,Wet,Daylight,,2011
96414,Intersection,11,Clear,Dry,Daylight,,2011
96430,Intersection,11,Overcast,Dry,Daylight,,2011
96433,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
96435,Block,11,Raining,Wet,Dark - Street Lights On,,2011
96436,Intersection,11,Overcast,Wet,Daylight,,2011
96437,Intersection,11,Raining,Wet,Dark - Street Lights On,Y,2011
96439,Block,11,Raining,Wet,Daylight,,2011
96455,Intersection,11,Overcast,Dry,Unknown,,2011
96459,Intersection,11,Sleet/Hail/Freezing Rain,Wet,Daylight,,2011
96465,Intersection,11,Clear,Dry,Daylight,,2011
96468,Intersection,11,Clear,Dry,Daylight,,2011
96487,Intersection,11,Raining,Wet,Daylight,,2011
96489,Intersection,11,Clear,Dry,Daylight,,2011
96492,Intersection,11,Raining,Wet,Daylight,,2011
96501,Block,11,Overcast,Wet,Daylight,,2011
96502,Block,11,Raining,Wet,Daylight,,2011
96505,Block,11,Clear,Dry,Daylight,,2011
96524,Intersection,11,Raining,Wet,Dusk,,2011
96536,Intersection,11,Clear,Dry,Daylight,,2011
96538,Intersection,11,Clear,Dry,Daylight,,2011
96539,Intersection,11,Raining,Wet,Daylight,,2011
96563,Block,11,Overcast,Dry,Daylight,,2011
96566,Block,11,Raining,Wet,Daylight,,2011
96567,Intersection,11,Clear,Dry,Daylight,,2011
96568,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
96572,Intersection,11,Clear,Dry,Daylight,,2011
96583,Intersection,11,Clear,Dry,Daylight,,2011
96587,Intersection,11,Clear,Dry,Daylight,,2011
96591,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
96594,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
96595,Intersection,11,Clear,Dry,Daylight,,2011
96601,Block,11,Clear,Wet,Daylight,,2011
96610,Intersection,11,Clear,Dry,Daylight,,2011
96621,Intersection,11,Clear,Dry,Daylight,,2011
96627,Intersection,11,Overcast,Dry,Daylight,,2011
96633,Intersection,11,Overcast,Dry,Daylight,,2011
96634,Intersection,14,Clear,Dry,Dark - Street Lights On,,2011
96661,Intersection,11,Overcast,Wet,Unknown,,2011
96663,Intersection,11,Clear,Dry,Daylight,,2011
96679,Intersection,11,Raining,Dry,Daylight,,2011
96681,Intersection,11,Overcast,Wet,Daylight,,2011
96692,Intersection,11,Clear,Dry,Dark - Street Lights Off,,2011
96697,Intersection,11,Clear,Dry,Daylight,,2011
96699,Intersection,11,Raining,Wet,Daylight,,2011
96708,Intersection,11,Raining,Wet,Daylight,,2011
96715,Intersection,11,Clear,Dry,Daylight,,2011
96736,Intersection,11,Raining,Wet,Daylight,,2011
96737,Intersection,11,Clear,Dry,Daylight,,2011
96738,Intersection,11,Raining,Wet,Dark - Street Lights On,,2011
96742,Block,11,Overcast,Dry,Daylight,,2011
96746,Block,11,Overcast,Wet,Daylight,,2011
96749,Intersection,14,Overcast,Dry,Dark - Street Lights On,,2011
96755,Intersection,11,Clear,Dry,Dark - Street Lights On,,2011
96763,Block,11,Clear,Dry,Daylight,,2011
96768,Intersection,11,Overcast,Wet,Daylight,,2011
96775,Intersection,11,Clear,Dry,Daylight,,2011
96781,Intersection,11,Clear,Dry,Daylight,,2011
96782,Intersection,11,Raining,Wet,Dusk,,2011
